20924,0.0
16093,0.3333333333333333
701,0.0
7863,0.03333333333333333
25721,0.2857142857142857
10106,0.09523809523809523
13588,0.0967741935483871
6577,0.029411764705882353
8565,0.0
13283,0.0
21895,0.0
44,0.0
13750,0.08333333333333333
30493,0.0
8388,0.1724137931034483
826,0.0
24060,0.2
12897,0.1111111111111111
19766,0.0
33080,0.0
4436,0.0
16153,0.0
23816,0.0
5573,0.18181818181818182
18323,0.0
14884,0.0
32010,0.5
5614,0.10526315789473684
9042,0.4
20152,0.0
33905,0.0
30910,0.0
5665,0.0
12055,0.5
17970,0.0
16163,0.0
5628,0.42857142857142855
4004,0.16666666666666666
19880,0.0
33474,0.0
26251,0.3
30380,0.03225806451612903
32339,0.0
24073,0.0
31329,0.2
13218,0.14285714285714285
10293,0.0
15463,0.18181818181818182
13551,0.058823529411764705
33314,0.0425531914893617
7837,0.0
6334,0.0
8133,0.0
10396,0.125
21202,0.05263157894736842
2053,0.5
8623,0.25
13456,0.0
29425,0.2
25436,0.0
33620,0.0
7139,0.25
27134,0.0
20033,0.09090909090909091
4001,0.1125
1705,0.125
4034,0.0
18175,0.0
29459,0.0
4862,0.0
8384,0.0
33599,0.0
5583,0.09090909090909091
4275,0.0
31334,0.0
13120,0.0
18902,0.0
16861,0.0
8115,0.16666666666666666
21204,0.5882352941176471
16709,0.0625
19591,0.46153846153846156
26150,0.0
656,0.0
5347,0.1111111111111111
17449,0.0
32574,0.125
31816,0.0
18089,0.05263157894736842
16662,0.047619047619047616
31866,0.0
4244,0.11764705882352941
13987,0.20833333333333334
10712,0.09090909090909091
24238,0.14285714285714285
10136,0.0
18002,0.20967741935483872
7303,0.0
20310,0.12903225806451613
32988,0.0
19923,0.0
21634,0.17857142857142858
33193,0.0
29871,0.0
29071,0.25
27280,0.0
1663,0.0
29097,0.0
4705,0.0
6482,0.09090909090909091
19658,0.1
7030,0.0
3,0.0
13612,0.058823529411764705
446,0.14457831325301204
32673,0.0
5652,0.0
25308,0.1111111111111111
32646,0.0
17759,0.0
21294,0.038461538461538464
19413,0.09090909090909091
5091,0.0
24930,0.0
31,0.3333333333333333
5716,0.0
12624,0.0
10068,0.02564102564102564
22919,0.0
24542,0.0
5103,0.4
32329,0.0
8377,0.029411764705882353
31347,0.17647058823529413
13633,0.14285714285714285
7607,0.0
1019,0.0
20223,0.25
19087,0.0
8118,0.0
16343,0.0
15911,0.0
12056,0.2222222222222222
21122,0.0
26596,0.0
27690,0.0
13752,0.0
5190,0.030303030303030304
14299,0.0
20078,0.0
28610,0.0
11547,0.0
26564,0.0
13572,0.2
14530,0.0
15367,0.0
20793,0.0
26165,0.125
26063,0.03333333333333333
5852,0.2727272727272727
28621,0.4444444444444444
18163,0.0
32829,0.1
31736,0.1111111111111111
15652,0.0
10638,0.0
30058,0.2857142857142857
17419,0.037037037037037035
9513,0.0
16105,0.0
12291,0.5
3152,0.0
24001,0.0
29653,0.0
8509,0.034482758620689655
3093,0.09090909090909091
11686,0.0
32,0.0
7528,0.17647058823529413
6058,0.05
33470,0.0
453,0.0
18065,0.0
12160,0.0
16448,0.0
30918,0.0
27471,0.10526315789473684
13631,0.05714285714285714
10114,0.5
11923,0.020833333333333332
19881,0.0
13659,0.0
8200,0.0
33525,0.07142857142857142
2669,0.0
19285,0.0
15139,0.05
17792,0.0
6508,0.21818181818181817
28384,0.0
18199,0.05405405405405406
19406,0.0
13148,0.0
12645,0.0
6342,0.1
24940,0.0
18183,0.1111111111111111
15388,0.023809523809523808
29019,0.06666666666666667
10186,0.0
25363,0.0
32573,0.07692307692307693
33697,0.0
22603,0.0
16747,0.6086956521739131
12434,0.0
23255,0.034482758620689655
17076,0.0
24210,0.0
3554,0.3076923076923077
25131,0.2
30042,0.2
17069,0.08
16957,0.0
13813,0.0
9857,0.25
2934,0.16666666666666666
29463,0.0
22134,0.0
5622,0.0
15488,0.16666666666666666
12120,0.10526315789473684
12848,0.3333333333333333
17024,0.01818181818181818
32592,0.0
28781,0.0
6178,0.2
9943,0.0
3200,0.15
32331,0.058823529411764705
27770,0.07142857142857142
19671,0.125
19126,0.0
245,0.125
11286,0.08333333333333333
32753,0.047619047619047616
24306,0.0
15158,0.0
10334,0.25
3244,0.125
27186,0.5714285714285714
10284,0.21428571428571427
2718,0.0
16508,0.0
25808,0.0
629,0.03571428571428571
6116,0.21428571428571427
8599,1.0
16056,0.0
29120,0.0
31451,0.0
30268,0.0
7287,0.07692307692307693
24712,0.15789473684210525
27342,0.03225806451612903
32260,0.07692307692307693
20941,0.6
5747,0.0
9222,0.0
23803,0.08333333333333333
3473,0.0
22887,0.23076923076923078
22648,0.16666666666666666
3359,0.08333333333333333
8749,0.0
24137,0.0
6290,0.0
7070,0.0
1119,0.09090909090909091
10347,0.0
19713,0.5
15654,0.0
9015,0.47368421052631576
16583,0.0
21153,0.06666666666666667
7911,1.0
33098,0.17647058823529413
33645,0.0
9701,0.1111111111111111
2108,0.0
22120,0.0
16465,0.0
18383,0.0
13362,0.0
28374,0.0
10420,0.3333333333333333
13190,0.0
21533,0.09523809523809523
6875,0.14285714285714285
20670,0.13725490196078433
1826,0.15789473684210525
33159,0.375
4070,0.0
12621,0.05
10226,0.1111111111111111
11375,0.0
33265,0.2
19350,0.0
15026,0.05263157894736842
13322,0.0
22882,0.0
26484,0.18181818181818182
3139,0.0
24142,0.0
23678,0.16666666666666666
32916,0.0
6523,0.0
10389,0.0
32869,0.0
25415,0.0
26990,0.0
29270,0.15
12183,0.0
25776,0.058823529411764705
23843,0.0
17577,0.07692307692307693
33638,0.0
1847,0.2
17295,0.3076923076923077
24470,0.0625
20175,0.07142857142857142
3861,0.0
18730,0.0
18563,0.1
12784,0.16666666666666666
26005,0.2
30422,0.06666666666666667
759,0.0
2872,0.1111111111111111
569,0.0
29223,0.0
29228,0.0
14472,0.07142857142857142
24002,0.16666666666666666
3508,0.625
15809,0.06896551724137931
12235,0.0
28693,0.0
22135,0.0
25650,0.0
28470,0.0
3398,0.0
31711,0.0
5255,0.0
27802,0.0
17116,0.0
32828,0.0
9595,0.0
30906,0.0
31804,0.14814814814814814
7456,0.0
26502,0.0
18519,0.0
15891,0.0
8496,0.05
29421,0.0
7066,0.0
24487,0.3333333333333333
9977,0.21428571428571427
25379,0.0
8338,0.0
15503,0.875
24750,0.0
24349,0.0
3456,0.1
11125,0.0
23324,0.0
11469,0.2
1419,0.0
15822,0.0
983,0.0
32995,0.0
13152,0.0
1684,0.0
25522,0.0
18773,0.125
33306,0.0
18151,0.0
3149,0.0
18969,0.2
15874,0.0
7363,0.0
8409,0.0
17388,0.058823529411764705
6391,0.0
25411,0.038461538461538464
13975,0.0
928,0.25
7768,0.0
24819,0.0
28204,0.07692307692307693
18079,0.3333333333333333
7261,0.0
19768,0.0
29846,0.10526315789473684
1777,0.0
5315,0.041666666666666664
28228,0.07142857142857142
6518,0.1875
29689,0.0
2689,0.0
29453,0.25
9657,0.0
